Ticker,Current Price,Regular Market Change,52 Week High,52 Week Low,52 Week Change Percent,50 Day Average,200 Day Average,Volume,Market Volume,Beta,Market Cap,Forward PE,Trailing PE,Price to Book,Price To Sales 12 Months,Enterprise Value,Enterprise To EBITA,Enterprise To Revenue,Gross Margins,Profit Margins,Operating Margins,EBITA Margins,Return on Assets,Return on Equity,Net Income to Common,EBITA,Earnings Growth,Total Debt,Debt to Equity,Total Cash,Free Cashflow,Operating Cashflow,Current Ratio,Quick Ratio,Revenue Growth,Total Cash Per Share,Recommendation Mean,Target Mean Price
ZG,71.87,1.4826363,90.22,56.63,-1.6252279,75.356,72.7733,628324.0,628324.0,2.07,17813663744.0,38.433155,,3.4846063,7.17425,16111025152.0,2301.575,6.489,0.74869,-0.01289,-0.00148,0.00282,-0.00949,-0.0066299997,-32000000.0,7000000.0,,367000000.0,7.352,1398000000.0,161624992.0,418000000.0,3.628,2.663,0.164,5.776,2.03571,88.70833
ZGM,2.19,-6.8085046,4.51,1.9,-36.31436,3.342289,3.342289,13192.0,13192.0,,25861358.0,,14.599999,9.049587,7.1424828,23602124.0,11.313,6.519,0.81954,0.48220003,0.49643,0.57622004,0.65073997,1.1173,1745932.0,2086373.0,,106414.0,4.362,201312.0,1138137.0,848006.0,2.896,1.897,4.769,0.02,,
ZION,52.67,0.11404211,63.22,39.32,-11.861282,54.9396,51.977,1296837.0,1296837.0,0.869,7776253440.0,10.770961,9.422182,1.143732,2.424775,8915394560.0,,2.78,0.0,0.26567,0.37069,0.0,0.00971,0.1286,823000000.0,,0.08,5743000064.0,,4661000192.0,,1072000000.0,,,0.042,31.57,2.56,61.40909
ZIONP,20.94,-1.6901348,24.5,19.8,-8.760685,22.152304,22.92342,5623.0,5623.0,0.869,,,3.396043,0.45471328,,4292753920.0,,1.339,0.0,0.26567,0.37069,0.0,0.00971,0.1286,823000000.0,,0.08,5743000064.0,,4661000192.0,,1072000000.0,,,0.042,31.57,,
ZIPP,,7.579317,36.838,12.59,77.56741,32.2904,25.000677,202.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZJK,1.97,-6.6350656,30.5,1.88,-59.655834,3.2262,4.413715,21761.0,21761.0,,125729832.0,,28.142857,3.2561984,2.716558,115098968.0,34.28,2.487,0.39598,0.08873,0.23727,0.07255,0.03002,0.12876001,4106894.0,3357646.0,0.057,2433285.0,6.551,16870012.0,-2783103.0,97973.0,2.031,1.472,0.522,0.275,,
ZJYL,0.2502,-4.4308586,1.79,0.215,-81.80556,0.46682,0.674315,472689.0,472689.0,9.314,39168084.0,,25.02,1.405618,1.7158947,25787400.0,11.698,1.13,0.36561,0.07854,-0.04597,0.09656999,0.02725,0.06397,1792825.0,2204336.0,,15916164.0,57.342,30956564.0,-1347259.0,1304727.0,2.111,1.788,-0.064,0.198,,
ZJZZT,,0.0,18.77,18.77,,,,97662.0,97662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKIN,2.7375,0.27472284,4.47,0.291,443.8247,2.33292,2.000115,1186.0,1186.0,2.7,15915677.0,,,0.5457536,0.16699012,38858516.0,-59.129,0.408,0.056479998,-0.03253,-0.01223,-0.0069,-0.01211,-0.112679996,-3100454.0,-657183.0,,25978028.0,98.406,1559434.0,,,1.218,0.487,-0.244,0.298,,
ZLAB,22.0,0.5025154,44.34,21.25,-24.412983,29.9714,32.66455,703722.0,703722.0,,2470976768.0,-11.518325,,3.1902552,5.595142,23626577920.0,-110.511,53.499,0.49484003,-0.46828997,-0.42053002,-0.48409998,-0.13286,-0.28972998,-206812000.0,-213792992.0,,219362000.0,28.866,717155008.0,-230560368.0,-180536000.0,2.871,2.285,0.135,0.651,1.41667,50.83917
ZM,84.59,1.7195679,92.8,64.41,-3.660798,83.0381,78.76865,3288639.0,3288639.0,0.808,25316886528.0,15.990547,22.260525,2.8364964,5.325811,17164512256.0,15.506,3.611,0.76379997,0.24994,0.26432,0.23286,0.05641,0.13598,1188109952.0,1106940032.0,0.668,54258000.0,0.606,7778649088.0,1912703488.0,1912984064.0,4.448,4.259,0.047,25.99,2.3,92.48
ZMUN,50.14,0.039905142,50.19,50.03,0.10985136,50.101566,50.101566,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNB,1.13,4.629625,350.0,1.01,-99.64,1.617,16.80355,331160.0,331160.0,2.635,9246948.0,,,0.031356663,5.2242646,2305492.0,-0.32,1.303,0.32202998,0.0,-6.7695503,0.0,-0.32898,-2.0234,-28558964.0,-7211682.0,,2260005.0,38.54,130255.0,-2256374.0,-2035031.0,1.612,0.052,,0.8,,
ZNTL,1.4,6.0606,4.44,1.01,-64.42049,1.5513,1.56235,857446.0,857446.0,1.754,100989640.0,-0.39215687,,0.3679369,3.759153,-166895200.0,0.98,-6.212,1.0,0.0,-6.3811703,0.0,-0.25408,-0.49548,-162783008.0,-170370000.0,,41317000.0,15.052,303431008.0,-75108752.0,-151091008.0,7.985,7.776,,4.206,2.22222,5.6875
ZOOZ,0.61,-4.6874957,5.06,0.54,-78.006874,1.89298,1.66211,433007.0,433007.0,,100145088.0,-0.8776979,,-50.833336,134.42294,9274803.0,-0.789,12.449,-2.62819,0.0,-27.71255,0.0,-0.61683,-2.17875,-12798000.0,-11761000.0,,3954000.0,,2452000.0,-4943750.0,-8838000.0,0.769,0.424,-0.545,0.202,,5.0
ZOOZW,0.0817,0.0,0.0845,0.0817,,,,2739.0,2739.0,,,,,-6.808333,,,,,-2.62819,0.0,-27.71255,0.0,-0.61683,-2.17875,-12798000.0,-11761000.0,,3954000.0,,2452000.0,-4943750.0,-8838000.0,0.769,0.424,-0.545,0.202,,
ZS,331.29,0.7266691,336.99,164.78,57.33831,301.9524,259.78473,1454895.0,1454895.0,1.043,52443480064.0,93.05899,,29.147457,19.618866,50289307648.0,-646.7,18.813,0.76986,-0.015520001,-0.03616,-0.029089998,-0.013730001,-0.026989998,-41478000.0,-77763000.0,,1796576000.0,99.85,3572409088.0,751312384.0,972452992.0,2.014,1.886,0.213,22.567,1.6875,326.475
ZSPC,0.7292,-2.7733326,32.69,0.7123,-96.590904,1.2545,6.079475,324155.0,324155.0,,17526956.0,-2.0834286,0.61277306,-0.75958335,0.47406027,34643076.0,-2.398,0.937,0.43855,-0.42638,-0.84850997,-0.39069998,-0.66797996,,27748000.0,-14445000.0,,18145000.0,,1390000.0,-13491000.0,-14753000.0,0.581,0.292,-0.006,0.058,,3.66667
ZTEK,0.7999,-0.4604303,1.84,0.62,-5.952382,0.849,1.0667,17063.0,17063.0,0.514,86971064.0,,,5.969403,94.0428,81928376.0,-10.055,88.59,0.18716998,0.0,-29.54352,0.0,-0.27078,-0.54731,-8848817.0,-8147714.0,,1876065.0,13.412,2888843.0,-1844758.0,-6038957.0,1.622,1.174,9.53,0.028,,
ZTEN,,0.35048836,52.145,48.02,2.3267388,51.55216,50.3937,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTOP,,-0.6883923,52.749,50.43,3.4906268,52.33286,51.975704,339.0,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTRE,,0.13372278,51.455,50.0,1.6130924,51.29288,50.862774,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTWO,,0.07974215,51.05,50.19,0.91798306,50.87902,50.63717,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUMZ,22.7,2.390621,24.37,11.31,-0.62752366,20.6664,15.6043,170326.0,170326.0,0.872,389385088.0,28.024693,,1.0690906,0.43252853,462384512.0,15.596,0.514,0.34977,0.00065,0.14923,0.03293,0.0075700004,0.0019,581000.0,29647000.0,0.012,267886000.0,57.202,294483008.0,22911000.0,26622000.0,1.759,0.753,0.046,13.352,,18.0
ZURA,4.42,13.043478,4.7,0.97,-13.686532,3.1196,1.81111,1102104.0,1102104.0,0.238,287379808.0,-5.972973,,2.178413,,112934608.0,-1.561,,0.0,0.0,0.0,0.0,-0.26046,-0.43553,-65425000.0,-72339000.0,,0.0,,154490000.0,-24324376.0,-43570000.0,8.397,8.263,,2.376,1.42857,14.16667
ZWZZT,,0.0,15.75,15.75,,,,70081.0,70081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZVRA,9.43,3.6263726,13.16,6.19,6.1843634,9.5563,8.999125,1587216.0,1587216.0,0.995,530885792.0,-24.17949,20.063831,3.9805827,6.2910104,375515584.0,-15.896,4.45,0.80651003,0.4186,0.15896,-0.27995002,-0.07842,0.34814,30016000.0,-23624000.0,,62717000.0,47.097,199508992.0,-30059876.0,-23364000.0,8.621,8.285,6.054,3.544,1.28571,23.09625
ZXYZ.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZXZZT,,0.24670833,12.19,12.11,,,,5360.0,5360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYBT,2.12,2.4154565,14.3,1.4,-57.407402,4.7552,6.09736,29006.0,29006.0,,100469712.0,,70.666664,0.34094563,0.5391279,233223152.0,5.744,1.251,0.48990002,0.060700003,0.01671,0.21787001,0.02069,0.03894,11311000.0,40602000.0,-0.796,86579000.0,24.559,20037000.0,3307500.0,41046000.0,1.307,0.799,-0.036,0.423,,
ZYME,19.68,9.030477,19.98,9.03,3.7356377,17.0212,13.892725,1566573.0,1566573.0,1.307,1483669760.0,-11.714286,,4.619718,11.032561,1117770496.0,-18.332,8.312,-0.062069997,-0.47164002,-0.80068,-0.45339,-0.0998,-0.18464,-63427000.0,-60973000.0,,18904000.0,5.906,251932992.0,-44579752.0,-64242000.0,6.938,6.69,0.726,3.366,1.33333,24.81818
ZYXI,1.16,-1.6949137,9.33,1.03,-86.23104,1.3988,2.8397,66791.0,66791.0,1.01,35145032.0,2.4166667,,27.619047,0.2427009,90667984.0,-5.94,0.626,0.75699997,-0.19793,-0.46133,-0.10541,-0.12113,-1.68219,-28662000.0,-15264000.0,,72460000.0,5746.233,17543000.0,3932250.0,-7184000.0,0.617,0.378,-0.553,0.579,,2.85
WSBK,9.62,0.0,10.1,8.76,3.440857,9.5751,9.405474,330,330,,89421520.0,,106.888885,0.7751813,5.1844573,181177520.0,,10.504,0.0,-0.050669998,-0.24226,0.0,-0.00097000005,-0.0089300005,-874000.0,,,147000000.0,,55244000.0,,2465000.0,,,0.421,5.943,,
WSC,17.95,-1.6976969,39.81,16.55,-51.500668,21.9367,27.12025,3331806,3331806,1.113,3265925376.0,9.7027025,14.834711,3.081016,1.4089472,7221227520.0,11.813,3.115,0.5239,0.09644,0.21176,0.26372,0.05311,0.21147,223540992.0,611297024.0,,3914810112.0,369.297,15911000.0,445096384.0,782008000.0,0.789,0.636,-0.058,0.087,2.1,26.15
WSFS,55.45,1.1123279,62.75,42.44,-6.192267,54.336,54.05095,246810,246810,0.833,3031781376.0,13.1398115,11.480331,1.1163006,2.9986403,1787871104.0,,1.768,0.0,0.27582002,0.40223998,0.0,0.013350001,0.10304,278872992.0,,0.268,514520000.0,,1714585984.0,,226494000.0,,,0.059,31.359,2.0,63.5
WSML,,-0.013480604,32.334,22.23,25.863564,30.24732,28.111301,61,61,,,,17.821241,,,,,,,,,,,,,,,,,,,,,,,,,
WSTNU,10.03,-0.09960388,10.05,10.02,0.09970665,10.032,10.032,61855,61855,,,,,1253.7499,,,,,,,,,,,,,,,,,,,,,,,,
WTBA,21.87,0.7834105,24.85,17.31,-9.658617,20.4984,20.09725,38927,38927,0.827,370494976.0,12.497144,11.510527,1.4521912,4.0366406,521172032.0,,5.678,0.0,0.35118,0.48356,0.0,0.00808,0.13143,32232000.0,,0.571,400291008.0,,246734000.0,,45438000.0,,,0.231,14.564,,24.0
WTBN,,0.23337759,26.0,24.5,2.247417,25.7499,25.3515,26770,26770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTF,5.54,11.022048,19.85,4.05,-74.86146,5.6736,5.838703,48069,48069,,267235600.0,,,18.716215,37.33383,227330032.0,,31.759,0.58518004,-1.6719099,-2.17049,0.0,-0.37747002,-1.01809,-11967505.0,,,525363.0,4.115,13900319.0,,359965.0,1.414,1.364,-0.439,0.288,,
WTFC,130.97,-0.48628476,142.04,89.1,-1.5337408,131.5674,123.8129,364787,364787,0.902,8771213312.0,12.8276205,12.015596,1.3246018,3.4220016,9466640384.0,,3.693,0.0,0.30672002,0.46243998,0.0,0.01179,0.11694,737868032.0,,0.126,4424443904.0,,4196878080.0,,1149506944.0,,,0.139,62.667,1.5,157.07143
WTFCN,26.23,-0.114244804,27.31,24.9,4.3305516,26.60012,26.189188,18377,18377,0.902,,,,0.26528445,,2411228672.0,,0.941,0.0,0.30672002,0.46243998,0.0,0.01179,0.11694,737868032.0,,0.126,4424443904.0,,4196878080.0,,1149506944.0,,,0.139,62.667,,
WTG,10.11,0.0,10.2,9.74,0.89820623,10.0797,10.0645,4000,4000,,73839192.0,,,8.39701,,72827944.0,,,0.0,0.0,0.0,0.0,,,-15449.0,,,47200.0,0.534,1450158.0,,-15449.0,1.031,1.031,,0.198,,
WTGUR,0.242,0.83333504,0.242,0.22,,,,2087,2087,,,,,0.20099668,,,,,0.0,0.0,0.0,0.0,,,-15449.0,,,47200.0,0.534,1450158.0,,-15449.0,1.031,1.031,,0.198,,
WTGUU,10.17,0.0,10.3,9.98,1.8018007,10.1674,10.134809,3,3,,,,,8.446844,,73268488.0,,,0.0,0.0,0.0,0.0,,,-15449.0,,,47200.0,0.534,1450158.0,,-15449.0,1.031,1.031,,0.198,,
WTMU,,0.32920602,25.95,22.5,2.7617693,25.746,25.30304,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTIP,32.125,0.19961691,35.22,29.44,7.6768637,31.58596,30.901564,5813,5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTMY,,0.37225437,25.655,24.1,1.5289903,25.45328,25.02347,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTO,0.0318,-15.199998,4.4,0.0292,-99.002625,0.75316,1.40097,63180724,63180724,0.44,6182529.0,,,-0.0008638957,0.024631884,-43308072.0,0.067,-0.173,0.06743,-2.6697,-2.6061099,-2.58353,-0.95523,-5.94867,-668491008.0,-648457984.0,,70309000.0,,109213000.0,219881248.0,-31729000.0,0.484,0.409,,5.204,,
WTW,322.14,0.164805,352.79,292.97,1.3232112,332.9884,321.96616,645782,645782,0.636,30844461056.0,17.807629,15.413398,4.0000997,3.1451476,34854711296.0,13.243,3.554,0.42856997,0.21576001,0.18881,0.26838,0.05075,0.27633,2116000000.0,2632000000.0,,5911000064.0,75.685,1924999936.0,1958125056.0,1603000064.0,1.104,0.327,-0.0,20.105,1.95,368.22223
WULF,12.37,-13.496505,17.05,2.06,67.64361,12.4538,6.39845,52479435,52479435,4.309,5073595392.0,123.7,,20.278688,35.212517,6024706048.0,-122.513,41.814,0.43832,-0.91416,-0.21589,-0.3413,-0.11048,-0.46994,-131717000.0,-49176000.0,,500879008.0,287.313,89993000.0,-205312496.0,-61972000.0,0.655,0.632,0.339,0.23,1.30769,21.44231
WVVI,2.5722,-1.8244209,7.18,2.49,-22.255194,3.8066,5.15075,7648,7648,0.315,12769762.0,,,0.5295862,0.33268145,86746624.0,26.416,2.26,0.61032003,-0.01116,0.039049998,0.08555,0.00097000005,-0.00612,-2681121.0,3283911.0,,29606452.0,43.16,350643.0,-807479.0,-1053439.0,4.068,0.324,-0.013,0.071,,
WVVIP,3.26,-0.23869582,3.95,2.93,-11.913747,3.20888,3.297465,211,211,0.315,24883906.0,,24.148148,0.6711962,0.6482826,89962648.0,27.395,2.344,0.61032003,-0.01116,0.039049998,0.08555,0.00097000005,-0.00612,-2681121.0,3283911.0,,29606452.0,43.16,350643.0,-807479.0,-1053439.0,4.068,0.324,-0.013,0.071,,
WW,28.41,-2.0344832,46.949,23.01,7.407403,29.9846,32.86495,298784,298784,,283728608.0,-473.5,2.096679,0.8784515,0.79586375,588421888.0,15.256,1.651,0.69821,-0.09086,0.25754,0.10819,0.0022200001,,-32392000.0,38571000.0,,468945984.0,145.189,170144992.0,-44605376.0,13025000.0,1.65,1.392,,17.037,2.33333,47.33333
WWD,269.15,-0.86190885,272.13,146.82,54.933514,251.0836,222.0538,286001,286001,1.037,16139908096.0,45.851788,42.51975,6.5391154,4.7106104,16797040640.0,30.57,4.902,0.25878,0.11318,0.13116,0.16037,0.06034,0.16759,387784000.0,549457984.0,0.08,989969984.0,40.103,473159008.0,202264880.0,379736000.0,2.04,1.325,0.08,7.89,,298.75
WVE,7.26,2.9787238,16.71,5.28,-55.632473,7.5334,8.13365,2929552,2929552,,1213739904.0,-7.4081635,,9.34363,11.111782,1010059584.0,-7.626,9.247,-0.46188998,-1.11641,-7.4070697,-1.21254,-0.28328,-0.86506,-121946000.0,-132446000.0,,19772000.0,14.931,196218000.0,-155417120.0,-197364992.0,2.509,2.401,,1.174,1.26667,19.8
WYFI,25.81,-11.153184,40.75,14.01,79.099884,28.0397,25.166641,1446724,1446724,,976263232.0,148.90671,,3.1699827,15.669422,1125526144.0,133.312,18.065,0.62995,-0.14136,-0.49063998,0.13551,,,-8807289.0,8442809.0,,43107816.0,13.997,16397894.0,,11268121.0,1.437,0.936,0.482,0.434,1.33333,37.0
WXM,0.668,-18.536587,7.99,0.6494,-80.88578,3.15918,2.7640903,307265,307265,,4609200.0,,22.266666,0.92906815,0.21523573,6587626.0,5.686,0.308,0.11892,0.00963,-0.03847,0.0541,,,206265.0,1158607.0,,3858386.0,97.587,1780760.0,,308802.0,1.226,1.059,2.061,0.324,,
WYHG,0.8274,-8.574579,12.0,0.81,-78.65566,1.23938,4.110835,61375,61375,0.339,41643788.0,,5.9100003,0.0001872627,0.0002048835,-117531901952.0,-4.645,-0.578,0.28908002,0.05136,0.06468,0.12448,0.04079,0.04897,10439273472.0,25301434368.0,-0.473,32246296576.0,14.5,149823750144.0,6414297088.0,17082464256.0,3.467,3.31,0.08,2976.773,,
WYNN,126.065,-2.184204,134.23,65.25,50.736843,123.5658,100.3311,1565163,1565163,1.099,13107543040.0,25.11255,27.952328,-35.076515,1.8433449,22732498944.0,12.633,3.197,0.6855,0.07092,0.16931999,0.25307,0.055770002,,504278016.0,1799508992.0,,12196312064.0,,1961291008.0,1618356608.0,1353665024.0,1.757,1.605,0.083,19.05,1.38889,137.67647
XAIR,1.46,-16.091951,13.52,1.36,-82.388664,2.3048,3.93015,465389,465389,0.277,11584760.0,-3.2444446,,0.6903073,2.4225764,14798611.0,-0.419,3.095,-0.2455,0.0,-4.32784,0.0,-0.64621,-3.09535,-42115000.0,-35300000.0,,11687000.0,112.289,6463000.0,-23294000.0,-32564000.0,3.24,1.618,1.577,1.237,,10.33333
XBIL,,0.0,50.21,49.9,0.06990433,50.1196,50.097317,94612,94612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBIO,2.73,3.018865,13.93,2.2,-35.83535,3.748,3.4027,31178,31178,2.393,6216589.0,-4.1363635,,0.94627386,2.5413032,-691373.0,,-0.283,1.0,-1.26033,-1.22803,0.0,-0.28371,-0.51833,-3083036.0,,,0.0,,4779846.0,-2494966.0,-2518751.0,5.926,5.291,-0.188,3.099,3.0,
XAIX,,-0.12250665,44.82,26.95,27.495611,41.8267,36.8145,6540,6540,,,,27.41224,,,,,,,,,,,,,,,,,,,,,,,,,
XBIT,2.94,20.0,7.64,2.09,-65.44429,2.612,2.9473,2117265,2117265,0.77,89633936.0,22.615385,,0.5178792,,-78243056.0,2.25,,0.0,0.0,0.0,0.0,-0.11585,-0.15233,-28163000.0,-34779000.0,,0.0,,152938000.0,-20644624.0,-25094000.0,40.158,39.817,,5.016,,
XBP,0.6,2.0408204,2.56,0.415,-55.78947,0.7116,0.947625,77080,77080,-0.384,70509592.0,,,-0.7623888,0.47534984,102219392.0,59.534,0.689,0.30204,-0.11241,-0.05187,0.01158,-0.0083099995,,-9424000.0,1717000.0,,39241000.0,,6121000.0,8706500.0,-3695000.0,0.568,0.446,0.178,0.052,,
XBPEW,0.0498,24.500006,0.0498,0.0498,,,,4050,4050,-0.384,,,,-0.06327827,,,,,0.30204,-0.11241,-0.05187,0.01158,-0.0083099995,,-9424000.0,1717000.0,,39241000.0,,6121000.0,8706500.0,-3695000.0,0.568,0.446,0.178,0.052,,
XBTY,,-1.5224931,26.92,14.2,-43.344433,18.4969,22.253143,51859,51859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCH,1.33,-8.275862,27.94,0.55,-92.32804,1.423,1.303205,10735,10735,,79070552.0,,,3.1591449,2.291579,3440444416.0,-179.096,99.709,0.5155,-0.5524,-0.59725,-0.55673003,-0.2663,-0.85723,-19482400.0,-19210042.0,,8592744.0,34.34,16337549.0,,,2.092,1.362,-0.308,0.007,,
XCNY,,0.8345194,28.435,21.02,14.257896,27.5327,25.40284,655,655,,,,15.410637,,,,,,,,,,,,,,,,,,,,,,,,,
XCUR,3.73,-3.6175675,36.0,2.62,20.18634,4.3823,8.232885,5181,5181,,23565454.0,-4.844156,,3.4314628,,20228874.0,-2.227,,0.0,0.0,0.0,0.0,-0.44912,-2.17871,-9229000.0,-9085000.0,,0.0,,4438000.0,,,1.964,1.623,,0.696,,
XEL,81.16,0.9452763,83.01,62.58,17.184078,77.964,71.8576,4141181,4141181,0.454,48009371648.0,21.190601,24.743904,2.2662163,3.374288,82059796480.0,14.414,5.767,0.45031,0.13459,0.26615998,0.40013,0.02236,0.09449001,1915000064.0,5693000192.0,-0.272,35561000960.0,167.891,1061000000.0,-5284624896.0,4537999872.0,0.795,0.478,0.074,1.794,1.55556,88.35294
XELB,1.09,-0.30183405,8.49,0.9523,-86.31664,1.582706,2.2090735,18920,18920,0.942,5239386.0,10.900001,,0.108328365,0.9074101,20622688.0,-4.595,3.572,0.92950994,0.0,-1.11582,-0.77728,-0.09174,-0.69592005,-23081000.0,-4488000.0,,18415000.0,81.859,970000.0,-222375.0,-5631000.0,0.587,0.511,-0.553,0.204,,5.0
XELLL,25.05,0.05991368,25.23,24.88,-0.019967556,25.049334,25.049334,54871,54871,0.454,,,,0.69946665,,49309196288.0,8.661,3.466,0.45031,0.13459,0.26615998,0.40013,0.02236,0.09449001,1915000064.0,5693000192.0,-0.272,35561000960.0,167.891,1061000000.0,-5284624896.0,4537999872.0,0.795,0.478,0.074,1.794,,
XERS,7.44,-3.6269398,10.08,2.82,145.07938,8.3886,5.78025,3419591,3419591,0.922,1234476672.0,-33.818184,,-1488.0,4.6385007,1446991488.0,51.612,5.437,0.84556997,-0.058769997,0.09049,0.105340004,0.02875,,-15640000.0,28036000.0,,257654000.0,,91598000.0,28553500.0,10558000.0,1.928,1.251,0.371,0.552,1.4,11.16667
XENE,39.92,3.9312634,44.605,26.74,-11.477298,39.3814,35.695824,441324,441324,1.034,3084818176.0,-11.213483,,5.502412,411.30908,2514191872.0,-7.434,335.226,0.0,0.0,-45.43733,0.0,-0.29505,-0.45138,-306334016.0,-338182016.0,,8327000.0,1.488,462268000.0,-162175504.0,-252022000.0,12.525,12.08,,5.982,1.2,54.98105
XFIX,,0.09614123,52.77,50.594,-0.048047304,52.1212,51.68676,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFOR,3.53,-2.7548249,26.82,1.35,-79.560814,3.4023,5.4417,571729,571729,,308651520.0,-7.510638,,0.9081554,9.083596,,,,0.83239996,-2.7986403,-15.58584,-2.87121,,,-95095000.0,-97561000.0,,,1964.845,,,,,,2.152,,1.25,8.4
XGN,9.22,-2.5369954,12.23,2.62,239.0681,10.686,7.21965,322145,322145,1.774,208953792.0,-11.108435,,11.439206,3.2854886,206907920.0,-19.621,3.253,0.59859,-0.29936,-0.17977,-0.1658,-0.14655,-1.22808,-19039000.0,-10545000.0,,28167000.0,155.293,35652000.0,-7183125.0,-10249000.0,4.08,3.626,0.379,1.573,1.0,15.42857
XHG,0.95,10.336817,64.0,0.813,-97.81472,1.17094,5.418755,11724,11724,-1.024,48970532.0,,0.009814049,-0.0008026964,0.12644082,2156144896.0,,5.567,0.03505,0.0,-0.07808,0.0,-0.01879,,-1274919040.0,,,42001000.0,,6592000.0,-247393248.0,-15630000.0,0.034,0.021,1.289,0.003,,
XHLD,0.2794,-3.321804,8.54,0.255,-95.75,0.31648,0.6262674,921740,921740,,9828953.0,2.54,,1.8381579,3.063888,13642669.0,-1.695,4.253,0.81671,0.0,-1.21864,-2.50873,-0.62654996,-3.50647,-9762000.0,-8048000.0,,4209000.0,78.776,739000.0,-4006625.0,-9055000.0,0.635,0.185,0.091,0.021,,8.0
XLO,0.7944,-1.2922462,1.7,0.615,-25.462961,0.7815,0.76921,852414,852414,-0.049,41172964.0,-1.3696551,,5.841176,2.7446814,-72273896.0,1.314,-4.818,0.86801004,0.0,-1.77709,0.0,-0.31656998,-2.77742,-56222000.0,-55015000.0,,7566000.0,107.031,121551000.0,-13611625.0,-13328000.0,2.323,2.282,2.43,2.345,,2.0
XMAG,,0.24888429,22.66,17.07,9.6886635,22.12656,20.83216,70465,70465,,,,25.423811,,,,,,,,,,,,,,,,,,,,,,,,,
XMTR,65.59,-1.2050054,69.26,18.59,111.83791,52.1558,37.28395,510118,510118,0.872,3361333504.0,234.24998,,12.308125,5.229368,3512393984.0,-119.473,5.464,0.39291,-0.098009996,-0.06143,-0.045739997,-0.04224,-0.21378,-62998000.0,-29399000.0,,333455008.0,122.104,224519008.0,-802750.0,10759000.0,3.623,3.435,0.275,4.381,2.0,65.44444
XNCR,14.87,8.224164,27.24,6.92,-42.049767,11.8212,10.879475,567947,567947,0.981,1061873728.0,-4.3226743,,1.6965202,7.072934,712540864.0,-5.756,4.746,-0.50312,-0.87139,-2.2629201,-0.82457,-0.090909995,-0.19564,-130823000.0,-123794000.0,,202404992.0,32.368,471044000.0,-115262872.0,-133243000.0,5.995,5.699,0.18,6.596,1.46154,27.72727
XNET,7.96,0.50505006,11.03,1.82,277.14285,8.5788,5.565325,200260,200260,0.944,497967520.0,,,0.47616202,1.3994693,2271431936.0,363.545,6.384,0.50407004,2.0279899,0.01075,0.01756,-0.00052,1.0491999,721611008.0,6248000.0,266.321,70314000.0,6.728,275596000.0,,,2.102,2.014,0.305,0.881,,
XOMAO,25.42,0.20616572,25.76,23.32,-0.4698515,25.4649,25.37249,709,709,0.941,,,25.394604,4.235961,,358059808.0,-48.749,7.965,0.93231004,-0.21474001,0.3506,-0.1634,-0.023459999,-0.10032,-16321000.0,-7345000.0,-0.478,114583000.0,123.935,83861000.0,-29672376.0,-2860000.0,4.881,4.854,0.184,6.938,,
XOMA,34.49,2.9859657,39.92,18.35,7.1337223,35.9468,27.74575,46877,46877,0.941,416905440.0,-73.38298,,5.747376,9.274458,455607712.0,-62.03,10.135,0.93231004,-0.21474001,0.3506,-0.1634,-0.023459999,-0.10032,-16321000.0,-7345000.0,-0.478,114583000.0,123.935,83861000.0,-29672376.0,-2860000.0,4.881,4.854,0.184,6.938,,69.66667
XOMAP,26.3968,1.218992,30.0,24.96,1.5537381,26.42524,25.901295,4492,4492,0.941,,,26.370428,4.3987336,,366024416.0,-49.833,8.143,0.93231004,-0.21474001,0.3506,-0.1634,-0.023459999,-0.10032,-16321000.0,-7345000.0,-0.478,114583000.0,123.935,83861000.0,-29672376.0,-2860000.0,4.881,4.854,0.184,6.938,,
XOMX,28.8569,2.513738,29.26,22.13,14.322281,26.3514,25.355757,4078,4078,,,,17.7936,,,,,,,,,,,,,,,,,,,,,,,,,
XOMZ,22.3824,-5.079277,26.491,22.3824,-10.044849,23.51644,24.354729,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
