Ticker,Current Price,Regular Market Change,52 Week High,52 Week Low,52 Week Change Percent,50 Day Average,200 Day Average,Volume,Market Volume,Beta,Market Cap,Forward PE,Trailing PE,Price to Book,Price To Sales 12 Months,Enterprise Value,Enterprise To EBITA,Enterprise To Revenue,Gross Margins,Profit Margins,Operating Margins,EBITA Margins,Return on Assets,Return on Equity,Net Income to Common,EBITA,Earnings Growth,Total Debt,Debt to Equity,Total Cash,Free Cashflow,Operating Cashflow,Current Ratio,Quick Ratio,Revenue Growth,Total Cash Per Share,Recommendation Mean,Target Mean Price
XELLL,25.05,0.05991368,25.23,24.88,-0.019967556,25.049334,25.049334,54871.0,54871.0,0.454,,,,0.69946665,,49309196288.0,8.661,3.466,0.45031,0.13459,0.26615998,0.40013,0.02236,0.09449001,1915000064.0,5693000192.0,-0.272,35561000960.0,167.891,1061000000.0,-5284624896.0,4537999872.0,0.795,0.478,0.074,1.794,,
XENE,39.92,3.9312634,44.605,26.74,-11.477298,39.3814,35.695824,441324.0,441324.0,1.034,3084818176.0,-11.213483,,5.502412,411.30908,2514191872.0,-7.434,335.226,0.0,0.0,-45.43733,0.0,-0.29505,-0.45138,-306334016.0,-338182016.0,,8327000.0,1.488,462268000.0,-162175504.0,-252022000.0,12.525,12.08,,5.982,1.2,54.98105
XERS,7.44,-3.6269398,10.08,2.82,145.07938,8.3886,5.78025,3419591.0,3419591.0,0.922,1234476672.0,-33.818184,,-1488.0,4.6385007,1446991488.0,51.612,5.437,0.84556997,-0.058769997,0.09049,0.105340004,0.02875,,-15640000.0,28036000.0,,257654000.0,,91598000.0,28553500.0,10558000.0,1.928,1.251,0.371,0.552,1.4,11.16667
XFIX,,0.09614123,52.77,50.594,-0.048047304,52.1212,51.68676,82.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFOR,3.53,-2.7548249,26.82,1.35,-79.560814,3.4023,5.4417,571729.0,571729.0,,308651520.0,-7.510638,,0.9081554,9.083596,,,,0.83239996,-2.7986403,-15.58584,-2.87121,,,-95095000.0,-97561000.0,,,1964.845,,,,,,2.152,,1.25,8.4
XGN,9.22,-2.5369954,12.23,2.62,239.0681,10.686,7.21965,322145.0,322145.0,1.774,208953792.0,-11.108435,,11.439206,3.2854886,206907920.0,-19.621,3.253,0.59859,-0.29936,-0.17977,-0.1658,-0.14655,-1.22808,-19039000.0,-10545000.0,,28167000.0,155.293,35652000.0,-7183125.0,-10249000.0,4.08,3.626,0.379,1.573,1.0,15.42857
XHG,0.95,10.336817,64.0,0.813,-97.81472,1.17094,5.418755,11724.0,11724.0,-1.024,48970532.0,,0.009814049,-0.0008026964,0.12644082,2156144896.0,,5.567,0.03505,0.0,-0.07808,0.0,-0.01879,,-1274919040.0,,,42001000.0,,6592000.0,-247393248.0,-15630000.0,0.034,0.021,1.289,0.003,,
XHLD,0.2794,-3.321804,8.54,0.255,-95.75,0.31648,0.6262674,921740.0,921740.0,,9828953.0,2.54,,1.8381579,3.063888,13642669.0,-1.695,4.253,0.81671,0.0,-1.21864,-2.50873,-0.62654996,-3.50647,-9762000.0,-8048000.0,,4209000.0,78.776,739000.0,-4006625.0,-9055000.0,0.635,0.185,0.091,0.021,,8.0
XLO,0.7944,-1.2922462,1.7,0.615,-25.462961,0.7815,0.76921,852414.0,852414.0,-0.049,41172964.0,-1.3696551,,5.841176,2.7446814,-72273896.0,1.314,-4.818,0.86801004,0.0,-1.77709,0.0,-0.31656998,-2.77742,-56222000.0,-55015000.0,,7566000.0,107.031,121551000.0,-13611625.0,-13328000.0,2.323,2.282,2.43,2.345,,2.0
XMAG,,0.24888429,22.66,17.07,9.6886635,22.12656,20.83216,70465.0,70465.0,,,,25.423811,,,,,,,,,,,,,,,,,,,,,,,,,
XMTR,65.59,-1.2050054,69.26,18.59,111.83791,52.1558,37.28395,510118.0,510118.0,0.872,3361333504.0,234.24998,,12.308125,5.229368,3512393984.0,-119.473,5.464,0.39291,-0.098009996,-0.06143,-0.045739997,-0.04224,-0.21378,-62998000.0,-29399000.0,,333455008.0,122.104,224519008.0,-802750.0,10759000.0,3.623,3.435,0.275,4.381,2.0,65.44444
XNCR,14.87,8.224164,27.24,6.92,-42.049767,11.8212,10.879475,567947.0,567947.0,0.981,1061873728.0,-4.3226743,,1.6965202,7.072934,712540864.0,-5.756,4.746,-0.50312,-0.87139,-2.2629201,-0.82457,-0.090909995,-0.19564,-130823000.0,-123794000.0,,202404992.0,32.368,471044000.0,-115262872.0,-133243000.0,5.995,5.699,0.18,6.596,1.46154,27.72727
XNET,7.96,0.50505006,11.03,1.82,277.14285,8.5788,5.565325,200260.0,200260.0,0.944,497967520.0,,,0.47616202,1.3994693,2271431936.0,363.545,6.384,0.50407004,2.0279899,0.01075,0.01756,-0.00052,1.0491999,721611008.0,6248000.0,266.321,70314000.0,6.728,275596000.0,,,2.102,2.014,0.305,0.881,,
XOMA,34.49,2.9859657,39.92,18.35,7.1337223,35.9468,27.74575,46877.0,46877.0,0.941,416905440.0,-73.38298,,5.747376,9.274458,455607712.0,-62.03,10.135,0.93231004,-0.21474001,0.3506,-0.1634,-0.023459999,-0.10032,-16321000.0,-7345000.0,-0.478,114583000.0,123.935,83861000.0,-29672376.0,-2860000.0,4.881,4.854,0.184,6.938,,69.66667
XOMAO,25.42,0.20616572,25.76,23.32,-0.4698515,25.4649,25.37249,709.0,709.0,0.941,,,25.394604,4.235961,,358059808.0,-48.749,7.965,0.93231004,-0.21474001,0.3506,-0.1634,-0.023459999,-0.10032,-16321000.0,-7345000.0,-0.478,114583000.0,123.935,83861000.0,-29672376.0,-2860000.0,4.881,4.854,0.184,6.938,,
XOMAP,26.3968,1.218992,30.0,24.96,1.5537381,26.42524,25.901295,4492.0,4492.0,0.941,,,26.370428,4.3987336,,366024416.0,-49.833,8.143,0.93231004,-0.21474001,0.3506,-0.1634,-0.023459999,-0.10032,-16321000.0,-7345000.0,-0.478,114583000.0,123.935,83861000.0,-29672376.0,-2860000.0,4.881,4.854,0.184,6.938,,
XOMX,28.8569,2.513738,29.26,22.13,14.322281,26.3514,25.355757,4078.0,4078.0,,,,17.7936,,,,,,,,,,,,,,,,,,,,,,,,,
XOMZ,22.3824,-5.079277,26.491,22.3824,-10.044849,23.51644,24.354729,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XOS,2.41,-0.41322276,9.15,2.21,-52.91829,2.6762,3.25181,16467.0,16467.0,1.618,25290168.0,-0.65667576,,1.1034799,0.4907282,54286212.0,-1.429,1.053,0.03836,-0.91555,-0.38498002,-0.73696,-0.24912001,-1.21684,-47184000.0,-37980000.0,,42040000.0,229.376,8785000.0,13298625.0,-8330000.0,2.216,0.957,0.184,1.011,,6.5
XOSWW,,15.000002,0.0116,0.0089,,,,23940.0,23940.0,,,,,0.021780303,,,,,,,,,,,,,,,,,,,,,,,,
XOVR,,-0.47732875,21.78,13.925,15.82905,20.9156,18.741144,362113.0,362113.0,,,,42.00919,,,,,,,,,,,,,,,,,,,,,,,,,
XPEL,39.01,0.9314276,47.229,24.25,-13.977295,34.7447,34.8508,310010.0,310010.0,1.386,1079742080.0,16.119833,22.947058,4.0096617,2.339839,1033279936.0,14.345,2.239,0.41941002,0.10123,0.13356,0.15609,0.11259,0.19013001,46714000.0,72031000.0,-0.132,23424000.0,8.553,64497000.0,61086124.0,70598000.0,2.781,1.202,0.111,2.33,1.0,52.0
XP,19.8,4.6511583,20.64,10.82,12.485134,18.0097,16.865376,12659246.0,12659246.0,1.175,10430373888.0,11.856287,11.6470585,0.46850595,0.6204423,-63943299072.0,,-3.804,0.69008005,0.2927,0.30538,0.0,0.014680001,0.23323,4920602112.0,,0.215,172487245824.0,774.535,246403891200.0,,10631592960.0,1.279,1.247,0.066,467.749,1.75,23.575397
XPM,18.1932,5.2847133,21.55,15.04,-8.651227,18.619541,18.619541,177.0,177.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
XPON,1.27,0.79365003,5.5,0.6,-61.702126,1.3942,1.170395,222500.0,222500.0,0.189,11387758.0,-0.10583333,0.032014117,2.0717783,1.3533895,4770711.0,-0.873,0.567,0.20577,-1.37709,-0.45158002,-0.64913005,-0.40362,-5.04669,-11587161.0,-5461955.0,,1077484.0,52.122,684920.0,-172730.0,-7786175.0,1.27,0.241,1.339,0.197,,
XRAY,10.98,-0.18182234,20.6,10.69,-38.09792,12.9128,15.00415,4161038.0,4161038.0,1.01,2191080448.0,5.49,,1.4819813,0.60460275,4326071808.0,7.08,1.194,0.51104,-0.24338,0.05088,0.16860001,0.02688,-0.44404998,-882000000.0,611000000.0,,2494000128.0,168.742,363000000.0,162375008.0,221000000.0,1.475,0.724,-0.049,1.819,2.76471,12.96429
XRPI,14.18,-6.5260367,23.529,12.4,-4.0480733,16.41538,16.833614,414251.0,414251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRPN,10.24,-0.09756321,10.906,10.0,2.0916343,10.33334,10.228653,153508.0,153508.0,,404172800.0,,,-37.647057,,,,,,,,,,,,,,,,,,,,,,,,
XRPNU,11.0,0.0,13.84,10.01,9.780443,10.86644,10.496108,487.0,487.0,,,,,-40.441174,,,,,,,,,,,,,,,,,,,,,,,,
XRPNW,1.05,-4.545461,1.1,1.0134,,,,60782.0,60782.0,,,,,-3.8602936,,,,,,,,,,,,,,,,,,,,,,,,
XRPT,,-12.129633,30.926,7.445,-29.901993,13.9866,15.773538,1550061.0,1550061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRTX,0.587,-1.3445405,1.79,0.531,-54.230774,0.78654,0.882155,52418.0,52418.0,-0.088,3395612.0,-0.35149702,,1.0951493,,2118265.0,-0.83,,0.0,0.0,0.0,0.0,-0.42154998,-0.79440004,-1880849.0,-2552788.0,,80473.0,3.963,1063477.0,-2797770.0,-3075508.0,1.777,1.51,,0.204,,13.741928
XRX,2.99,-1.3201307,9.91,2.92,-65.0519,3.5368,4.98715,2109083.0,2109083.0,1.743,382773824.0,2.4508197,,1.0487548,0.057934586,4543894528.0,32.69,0.688,0.27607,-0.14787,-0.07955,0.02104,-0.01054,-0.91953003,-991000000.0,139000000.0,,4406000128.0,741.751,479000000.0,538750016.0,410000000.0,1.104,0.671,0.283,3.742,3.33333,3.75
XT,,0.18681529,75.8,49.01,22.711647,72.3221,64.64902,59955.0,59955.0,,,,30.57834,,,,,,,,,,,,,,,,,,,,,,,,,
XTIA,1.63,-0.6097555,60.0,0.96,-86.61225,1.6074,2.136675,748596.0,748596.0,,50250156.0,,0.0038752318,2.3554914,16.556889,13193438.0,-0.435,4.347,0.62702,0.0,-11.635,0.0,-0.55815,-4.5275,-52657000.0,-30355000.0,,341000.0,2.749,20363000.0,-12638250.0,-36100000.0,1.109,0.95,-0.418,1.005,2.0,3.0
XTKG,1.51,-1.3071884,2.72,0.076,1000.7195,1.75994,1.444625,441626.0,441626.0,1.534,146860864.0,,,1.31993,15.295273,62286752.0,-4.461,6.487,0.39279,0.0,-1.90062,-1.4542301,-0.06637,-0.97446996,-82131944.0,-13963090.0,,4074017.0,8.766,2649211.0,20129066.0,-1767176.0,0.95,0.778,-0.402,0.071,,
XTLB,0.9901,4.9835706,2.57,0.82,-49.73262,1.2396,1.3152,60305.0,60305.0,0.862,10207809.0,,,165.01666,22.633722,830229376.0,-420.795,1840.863,0.0066500003,-2.27716,-2.00494,0.0,-0.24736,-0.26832,-1027000.0,-1973000.0,,138000.0,2.539,1143000.0,740000.0,-1618000.0,0.607,0.563,,0.001,,
XWEL,0.851,-1.0350025,2.0,0.7,-50.289017,1.0118,1.0067,1221.0,1221.0,1.219,4898954.0,-0.32357413,,-0.8639594,0.16009131,16092189.0,-1.191,0.526,0.20486,-0.63178,-0.35011002,-0.44159,-0.30542,-1.77791,-20672000.0,-13513000.0,,9985000.0,242.119,8148000.0,-7970375.0,-13444000.0,1.249,1.015,-0.172,1.415,,
XWIN,5.62,-2.5996552,6.0099,5.25,1.9434571,5.58,5.58,465952.0,465952.0,1.266,211157552.0,,,11.831579,21.515974,80742456.0,-21.768,8.227,0.46124,-0.42431998,-0.076869994,-0.37796003,-0.27004,-1.2628601,-4164238.0,-3709298.0,,1750756.0,26.742,468825.0,-7522498.0,-931468.0,2.283,0.117,-0.049,0.034,,
XXII,1.22,-5.4263515,338.445,1.19,-99.58865,1.5948,20.82425,134998.0,134998.0,1.104,8524494.0,-0.079947576,0.00038332114,0.4640548,0.34148517,8076604.0,-0.684,0.324,-0.14245,-0.27247998,-0.8008,-0.47306,-0.2721,-1.18644,-17171000.0,-11809000.0,,1175000.0,5.568,4846000.0,-17578124.0,-14870000.0,2.174,1.644,-0.325,0.694,,
XYZG,,-2.3589318,28.598,8.91,34.0191,22.94502,20.37477,24351.0,24351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAAS,1.72,-3.910611,560.0,1.55,-99.43355,5.1028,116.0285,39419.0,39419.0,,4003401.0,,,0.21382397,6.880327,-3366857.0,2.099,-5.786,0.47687,0.0,-3.68174,-2.7571301,-0.31289,-3.85907,-2091529.0,-1604267.0,,502139.0,14.885,4619678.0,-1715087.0,-2342872.0,2.531,2.228,0.212,11.016,,
YB,21.97,0.09110957,31.0,14.04,37.531326,22.29102,21.905674,23948.0,23948.0,,1012381952.0,,4.5112934,0.30325618,0.2667311,1352701440.0,1.193,0.356,0.95445997,0.29955,0.27827,0.29867,0.23265,0.59479,1561812992.0,1133621504.0,0.496,15118000.0,0.58,3403704064.0,,,3.072,3.035,0.252,15.758,,
YDDL,4.23,-7.439828,8.89,4.0,-15.682655,4.8943477,4.8943477,238665.0,238665.0,,229689008.0,,35.25,10.601504,4.2961607,189945344.0,21.138,3.553,0.19771999,0.12114,0.14719,0.16806999,0.16854,0.36178002,6476772.0,8985841.0,34.026,785070.0,3.784,1847634.0,626997.0,2009738.0,1.579,1.228,2.42,0.044,,
YDES,8.84,1.9607852,25.0,5.3,-35.104794,16.5829,16.153797,37404.0,37404.0,0.118,623408832.0,,,1.9339314,1221.508,9390078.0,-6.919,18.399,0.3044,-2.76581,-4.44588,-2.6592898,-0.25432,-0.42689,-1411559.0,-1357195.0,,22265.0,0.338,3132298.0,-3875569.0,-1836818.0,13.183,12.906,0.956,2.173,,
YDESW,0.665,14.457841,0.6999,0.5501,,,,14591.0,14591.0,0.118,,,,0.14548239,,,,,0.3044,-2.76581,-4.44588,-2.6592898,-0.25432,-0.42689,-1411559.0,-1357195.0,,22265.0,0.338,3132298.0,-3875569.0,-1836818.0,13.183,12.906,0.956,2.173,,
YDKG,0.0264,-18.51852,6.69,0.025,-95.945946,2.3856,1.343,128418253.0,128418253.0,,11104859.0,,,0.051461987,0.8472464,-31895620.0,6.876,-2.433,0.00748,-2.7118301,-0.15317,-0.35393003,-0.06489,,-12219000.0,-4639000.0,,200000.0,,134000.0,-3059875.0,15400000.0,0.301,0.002,,0.004,,
YGMZ,0.0871,-17.984938,1.54,0.086,-91.435486,0.5929954,0.8716139,4144117.0,4144117.0,0.654,6678747.0,,,0.012998059,0.16519387,17225018.0,-5.333,0.426,0.019609999,-0.15303999,0.40318,-0.07988,-0.02317,-0.13856,-6187511.0,-3229613.0,,9779941.0,21.853,698239.0,9615250.0,-2593308.0,1.0,0.076,,0.009,,
YHC,0.8806,-0.38461852,98.0,0.682,-96.540115,0.85388,11.35365,20213.0,20213.0,4.589,9138941.0,,,0.21976541,3.8229978,4602475.0,,1.925,0.01388,0.0,-4.42058,0.0,-0.86405,-1.9013901,-22709524.0,,,0.0,,4566936.0,-5692134.0,-12333399.0,2.338,2.28,-0.106,0.44,,
YHGJ,5.3387,-1.3179303,12.7,4.3,-23.802816,5.6398,7.40595,1186.0,1186.0,0.31,14808817.0,,,1.4895926,0.780891,25777598.0,86.213,1.359,0.20339,-0.058579996,0.00348,0.01577,-0.00699,-0.09887999,-1270000.0,299000.0,,9374000.0,82.583,18000.0,-744625.0,332000.0,1.492,0.465,0.253,0.006,,
YHNA,10.5263,0.1550923,10.7,9.99,5.1,10.4826,10.323545,700.0,700.0,,81578832.0,,45.76652,-48.959538,,81630712.0,,,0.0,0.0,0.0,0.0,,,1066697.0,,,226059.0,,47849.0,,-1040006.0,0.378,0.179,,0.006,,
YHNAR,0.18,0.0,0.18,0.18,,,,653.0,653.0,,,,,-0.83720934,,,,,0.0,0.0,0.0,0.0,,,1066697.0,,,226059.0,,47849.0,,-1040006.0,0.378,0.179,,0.006,,
YI,4.09,-0.4963032,11.35,0.41,522.72723,4.868,7.0092,3538.0,3538.0,0.473,35449816.0,29.214287,,-0.05273609,0.0024993722,1474858624.0,149.694,0.104,0.02858,-0.0052300002,3.0000001e-05,0.00068999996,-0.00112,-0.107370004,-74146000.0,9852500.0,,212924992.0,65.942,447473984.0,-218821504.0,112507000.0,1.126,0.376,-0.064,2.578,,
YHNAU,10.45,0.0,12.22,10.1,3.3630013,10.45,10.382259,1.0,1.0,,80987496.0,,,-48.60465,,81165712.0,,,0.0,0.0,0.0,0.0,,,1066697.0,,,226059.0,,47849.0,,-1040006.0,0.378,0.179,,0.006,,
YIBO,1.25,-0.79365003,17.47,0.95,-67.191605,1.34382,1.50714,7001.0,7001.0,,74042776.0,,,1.2729124,0.50344574,67494776.0,-8.157,0.459,0.32683998,-0.03551,-0.14147,-0.05626,-0.04232,-0.09319,-5222000.0,-8274000.0,,48286000.0,82.984,54834000.0,15005125.0,-4224000.0,1.478,1.255,-0.036,0.926,,
YJ,1.73,-0.5747121,2.67,1.374,6.7484617,1.89734,1.79329,2031.0,2031.0,-0.12,8521184.0,17.3,,0.008739404,0.024905257,3255737088.0,-16.768,9.516,0.49293998,-0.6307,-0.63407004,-0.56749,-0.09405,-0.19940001,-215788992.0,-194164000.0,,20117000.0,2.061,193942000.0,,,1.672,0.849,-0.253,0.098,,
YLDE,,1.0453252,54.75,46.32,2.090919,53.9708,52.2913,3541.0,3541.0,,,,22.092728,,,,,,,,,,,,,,,,,,,,,,,,,
YMAT,0.8524,2.5505295,6.45,0.8,-79.632355,1.15808,2.1643014,138052.0,138052.0,,14661611.0,,14.206667,1.0332122,0.8347543,22654300.0,17.919,1.29,0.32059,0.06287,0.051680002,0.07198,0.030580001,0.08886,1104213.0,1264246.0,-0.564,10201294.0,78.476,649106.0,-5228810.0,-3057726.0,1.226,0.91,-0.038,0.041,,
YMT,1.45,-0.95628,6.05,1.35,-47.714287,1.85126,1.9427288,35692.0,35692.0,,165846752.0,,,-0.014882938,1.0606792,2321598208.0,-104.95,14.848,0.82447,-0.15431,-0.080649994,-0.14148,,,-114103000.0,-22121000.0,,293247008.0,,1029000.0,,-42780000.0,0.094,0.023,-0.126,0.002,,
YOKE,,0.17336398,27.69,21.07,17.566692,27.27086,25.94315,9179.0,9179.0,,,,28.47909,,,,,,,,,,,,,,,,,,,,,,,,,
YNOT,,-1.0438576,30.47,25.08,17.15498,28.57326,27.52231,3491.0,3491.0,,,,36.76924,,,,,,,,,,,,,,,,,,,,,,,,,
YORW,32.19,0.751167,36.8,29.68,-11.397672,31.0542,32.26315,73638.0,73638.0,0.746,464652320.0,21.039215,23.158272,1.9519738,6.0437074,689020032.0,16.211,8.962,0.73423,0.26057,0.39521998,0.55282,0.0277,0.08585,20033000.0,42502000.0,0.053,227832992.0,95.72,1000.0,-31917624.0,31600000.0,1.154,0.806,0.033,0.0,,41.0
YOUL,1.93,-1.5306169,5.5,1.49,-60.800003,1.7816,1.9718621,66666.0,66666.0,,146773600.0,,,-0.21921854,0.08568695,1082050048.0,14.23,0.632,0.14464,-0.00914,0.05016,0.04439,,,-15652000.0,76039000.0,,127044000.0,20.278,159028000.0,,12350000.0,1.818,1.208,0.162,3.511,,
YQ,4.98,-2.352939,6.45,1.26,164.2487,4.38824,2.581505,5861.0,5861.0,0.276,44081516.0,-1.6996586,,0.13299505,0.3076213,2010808832.0,-14.09,14.032,0.49594003,-0.96334,-1.11968,-0.99588996,-0.17673,-0.36192,-138044992.0,-142708496.0,,10593000.0,3.068,350888992.0,,,3.159,2.629,-0.624,0.761,,
YQQQ,,0.48284438,19.19,12.12,-31.62775,12.78678,14.889405,12489.0,12489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YSPY,,0.18387178,21.1,18.05,-5.6767044,19.75528,19.980673,18720.0,18720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YSXT,2.57,5.761311,9.96,1.68,-44.315548,2.54554,3.57201,225101.0,225101.0,,60234372.0,,14.277777,2.1798134,0.842996,55438496.0,11.488,0.776,0.10389,0.05629,0.0654,0.067540005,0.08698,0.17389,4021848.0,4825905.0,-0.035,6293583.0,22.785,7105085.0,-7363897.0,-6489483.0,3.349,2.481,0.166,0.303,,
YTRA,1.71,8.917196,2.0,0.58,19.847334,1.52924,1.085965,342327.0,342327.0,0.822,103165880.0,12.214286,,0.02024843,0.011460395,843954560.0,19.035,0.094,0.28046,-0.00317,0.04975,0.00493,-0.0029,0.01742,-28537000.0,44337000.0,,303726016.0,3.894,2115054976.0,-860000128.0,361651008.0,1.993,1.488,0.997,34.079,,2.9736915
YXT,0.7999,-9.328951,4.25,0.47,-59.541286,0.98024,1.008645,26398.0,26398.0,,47747324.0,,1.5998,0.29791436,0.1499941,76529832.0,-0.464,0.24,0.63722,-0.58836,-0.42153,-0.51764,-0.15255,-1.25138,398700992.0,-164780496.0,,154047008.0,96.117,235496992.0,,,0.763,0.651,-0.074,1.315,,
YYAI,1.33,3.9062555,274.5,1.2,-99.48595,55.4329,65.66647,1776176.0,1776176.0,,25245162.0,,0.11083334,0.014808382,2.0122955,156225.0,0.017,0.012,0.76271003,0.18516001,0.49713,0.72203004,,,2322914.0,9058187.0,-0.657,780282.0,2.819,2517308.0,,-861899.0,3.538,3.209,-0.083,8.643,,
YYGH,0.273,-0.6911559,3.45,0.2585,-86.77885,0.48006,1.485615,326615.0,326615.0,,16444476.0,,,1.6058824,0.4000759,12553267.0,-2.565,0.305,0.12793,-0.1177,-0.26814,-0.11906999,-0.24138,-0.93738997,-4837765.0,-4894047.0,,5037401.0,81.32,3041719.0,-2963123.0,-1501880.0,1.685,1.497,0.206,0.08,,
ZAP,,-0.6901641,31.52,22.16,28.102612,29.62042,26.805956,77909.0,77909.0,,,,24.528135,,,,,,,,,,,,,,,,,,,,,,,,,
Z,74.08,1.4099915,93.88,57.51,-1.7484844,78.2783,75.030075,1665847.0,1665847.0,2.07,17805940736.0,32.900757,,3.5917578,7.1711397,16650798080.0,2378.686,6.706,0.74869,-0.01289,-0.00148,0.00282,-0.00949,-0.0066299997,-32000000.0,7000000.0,,367000000.0,7.352,1398000000.0,161624992.0,418000000.0,3.628,2.663,0.164,5.776,2.375,86.71429
ZBAI,8.0,-5.5489993,45.0,4.832,-29.872496,8.54506,12.495795,4800.0,4800.0,-0.296,10506568.0,,,0.91522706,14.592456,332942.0,-0.263,0.462,1.0,0.0,-0.75605005,-1.75843,-0.13469,-0.90502,-5210406.0,-1266066.0,,0.0,,7815884.0,-661693.0,-2171063.0,31.244,29.006,0.25,8.124,,
ZAZZT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBAO,0.97,2.1052675,4.27,0.781,-73.61111,1.02416,1.11398,6891.0,6891.0,,32069970.0,,10.777778,0.42712465,0.13047904,51048500.0,2.29,0.208,0.35502,0.08606,0.02599,0.09069,0.05074,0.48004,21153148.0,22289424.0,,48716796.0,66.945,28113972.0,-26707892.0,-15219498.0,1.266,0.696,0.737,0.877,,7.0878124
ZBIO,35.2,8.407759,35.98,5.83,57.544888,23.9291,13.848225,412356.0,412356.0,,1658283008.0,-7.6466384,,6.183032,110.5522,1095050880.0,-5.794,73.003,0.0,0.0,-12.6067295,0.0,-0.47943002,-0.88403,-177007008.0,-188996992.0,,1008000.0,0.421,273279008.0,-85224128.0,-148407008.0,5.233,5.157,,6.49,1.28571,43.14286
ZBRA,255.17,-2.0347846,427.76,205.73,-35.27776,297.0016,300.4521,466608.0,466608.0,1.671,12926972928.0,15.908353,25.696877,3.4552004,2.4599378,14510578688.0,14.898,2.761,0.48391998,0.09743,0.14621,0.18535,0.06394,0.14286,512000000.0,974000000.0,-0.254,2360000000.0,62.984,1053000000.0,710499968.0,866000000.0,1.607,1.132,0.052,20.786,1.82353,358.46667
ZCMD,0.6999,2.9264653,2.5,0.601,-44.916664,0.92768,1.12657,11690.0,11690.0,-0.143,17769692.0,,,0.8770677,1.354653,5243545.0,-5.987,0.4,0.52486,-0.12949,-0.15701,-0.06677,-0.02901,-0.059310004,-1698530.0,-875820.0,,27588.0,0.116,15033534.0,-1019282.0,-461960.0,8.154,7.892,-0.329,0.592,,
ZD,32.27,0.15518074,60.62,28.55,-43.85781,36.7318,36.76415,693931.0,693931.0,1.397,1274822272.0,4.319947,12.55642,0.71743,0.8747363,1665815936.0,3.956,1.143,0.861,0.07621,0.12649,0.2889,0.03449,0.06255,111071000.0,421036000.0,,896337024.0,49.827,503368000.0,241455376.0,374219008.0,1.611,1.399,0.029,12.742,2.28571,43.14286
ZDAI,0.4089,-0.46251634,107.36,0.37,-96.84332,0.55306,0.62679,130646.0,130646.0,,10794960.0,,,1.2353474,0.5600303,15107209.0,-2.762,0.784,0.087139994,-0.36216998,-0.8029,-0.28381002,-0.30815,-1.07145,-6981068.0,-5470551.0,,4712762.0,53.914,455953.0,-1717906.0,-2819237.0,2.651,1.883,0.278,0.017,,
ZCZZT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZENA,3.86,-1.5306169,12.43,1.41,106.31578,5.0714,4.113175,10505131.0,10505131.0,,127307136.0,-7.72,,-6.701389,29.07556,195967712.0,-20.315,44.757,1.0,0.0,-1.74416,-2.20311,-0.17046,-0.74754,-14836115.0,-9646315.0,,18846534.0,59.09,10286027.0,-11817438.0,-19418972.0,6.777,5.268,5.041,0.297,,8.8644705
ZEO,1.54,-1.9108336,3.95,0.945,24.603176,1.46128,1.97664,90101.0,90101.0,-0.164,180888960.0,,,-0.5724907,2.7747416,138510032.0,-16.327,2.125,0.55396,-0.14782,-0.15764,-0.13014,-0.27389,-0.61647,-9636709.0,-8483737.0,,4664960.0,15.574,68691.0,2965641.0,-914901.0,0.761,0.585,0.223,0.002,,
ZENV,1.328,-0.7473923,3.03,1.02,12.436974,1.37462,1.580585,6201.0,6201.0,1.746,69639328.0,44.266666,0.00482488,0.09293212,0.063450836,133181544.0,-4.122,0.121,0.22268,-0.10985,-0.035439998,-0.02944,-0.00316,-0.15455,-120560000.0,-32312000.0,,96304000.0,12.976,32611000.0,78565376.0,84859000.0,0.379,0.359,0.236,0.628,,1.4323654
ZEUS,33.84,-1.2259141,43.6,26.32,-15.740288,31.555,32.2554,169687.0,169687.0,1.72,378927488.0,12.721805,28.923079,0.654305,0.19955494,661085504.0,9.647,0.348,0.24404,0.0072600003,0.0148,0.03609,0.021189999,0.02399,13789000.0,68530000.0,-0.217,285003008.0,49.212,7548000.0,39311500.0,74099000.0,3.122,1.103,0.044,0.674,0.0,
ZEOWW,0.0402,-9.662926,0.0498,0.0402,,,,25062.0,25062.0,-0.164,,,,-0.014944237,,,,,0.55396,-0.14782,-0.15764,-0.13014,-0.27389,-0.61647,-9636709.0,-8483737.0,,4664960.0,15.574,68691.0,2965641.0,-914901.0,0.761,0.585,0.223,0.002,,
ZFZZT,,0.37782797,19.925,19.925,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
